Stanox;Latitude;Longitude;CRS Code;NLCDesc;Station Name;Tiploc Code
86241;50.8530232;-1.192024352;"FRM";"FAREHAM";"Fareham Rail Station";"FAREHAM"
87010;51.30204276;-0.743009324;"FNN";"FARNBOROUGH NORTH";"Farnborough North Rail Station";"FRBRNTH"
86042;51.29660321;-0.755707854;"FNB";"FARNBOROUGH SIGNAL YW4";"Farnborough (Main) Rail Station";"FRBRMN"
87055;51.19714825;-0.604528454;"FNC";"FARNCOMBE";"Farncombe Rail Station";"FRNCMB"
87026;51.21190062;-0.792409826;"FNH";"FARNHAM";"Farnham Rail Station";"FARNHAM"
88480;51.40166366;0.235479939;"FNR";"FARNINGHAM ROAD";"Farningham Road Rail Station";"FRNNGRD"
31569;53.55001806;-2.387847637;"FNW";"FARNWORTH";"Farnworth Rail Station";"FRNW"
63633;51.52016719;-0.105178743;"ZFD";"FARRINGDON";"Farringdon (London) Rail Station";"FRNDNLT"
4086;55.82246883;-3.719310237;"FLD";"FAULDHOUSE";"Fauldhouse Rail Station";"FAULDHS"
89501;51.31171504;0.891075673;"FAV";"FAVERSHAM DRIVERS";"Faversham Rail Station";"FAVRSHM"
87935;51.09588443;-0.262990843;"FGT";"FAYGATE";"Faygate Rail Station";"FAYGATE"
36052;53.46909908;-2.936722222;"FAZ";"FAZAKERLEY LIVERPOOL";"Fazakerley Rail Station";"FAZKRLY"
1047;57.77812647;-3.993936802;"FRN";"FEARN";"Fearn Rail Station";"FEARN"
18031;53.67908273;-1.358446903;"FEA";"FEATHERSTONE";"Featherstone Rail Station";"FTHRSTN"
49137;51.96708471;1.350465289;"FLX";"FELIXSTOWE";"Felixstowe Rail Station";"FLXSTOW"
87121;51.44789656;-0.409817003;"FEL";"FELTHAM";"Feltham Rail Station";"FELTHAM"
52711;51.5116456;-0.078870553;"FST";"FENCHURCH STREET LONDON";"London Fenchurch Street Rail Station";"FENCHRS"
83458;50.78666585;-3.285430695;"FNT";"FENITON";"Feniton Rail Station";"FENITON"
62057;52.0000769;-0.715976052;"FEN";"FENNY STRATFORD";"Fenny Stratford Rail Station";"FSTR"
78129;51.68649812;-3.395894422;"FER";"FERNHILL";"Fernhill Rail Station";"FERNHIL"
19199;53.71717213;-0.507835368;"FRY";"FERRIBY";"Ferriby Rail Station";"FERRIBY"
80407;51.76837365;-4.369482635;"FYS";"FERRYSIDE";"Ferryside Rail Station";"FYSD"
79073;51.87248088;-3.992878606;"FFA";"FFAIRFACH";"Ffairfach Rail Station";"FFAIRFC"
19002;54.20987588;-0.293865188;"FIL";"FILEY";"Filey Rail Station";"FILEY"
81305;51.50493599;-2.562431865;"FIT";"FILTON ABBEYWOOD";"Filton Abbey Wood Rail Station";"FILTNEW"
72417;51.55026646;-0.183115237;"FNY";"FINCHLEY ROAD & FROGNAL";"Finchley Road & Frognal Rail Station";"FNCHLYR"
54238;51.56430253;-0.106258811;"FPK";"FINSBURY PARK SIG K381";"Finsbury Park Rail Station";"FNPK"
74453;51.85278768;-1.469326769;"FIN";"FINSTOCK";"Finstock Rail Station";"FINSTCK"
86383;50.83904019;-0.815065358;"FSB";"FISHBOURNE";"Fishbourne Rail Station";"FSHBORN"
87987;50.83422634;-0.219395497;"FSG";"FISHERSGATE";"Fishersgate Rail Station";"FSHRSGT"
80013;52.00412851;-4.994866467;"FGW";"FISHGUARD AND GOODWICK";"Fishguard & Goodwick Rail Station";"FGDHGWK"
80011;52.01155709;-4.985670246;"FGH";"FISHGUARD HARBOUR";"Fishguard Harbour Rail Station";"FGDHBR"
55507;53.06029295;-0.912183161;"FSK";"FISKERTON";"Fiskerton Rail Station";"FISKRTN"
18071;53.63251618;-1.374274772;"FZW";"FITZWILLIAM";"Fitzwilliam Rail Station";"FITZWLM"
66500;52.4711079;-1.912949025;"FWY";"FIVE WAYS";"Five Ways Rail Station";"FIVEWYS"
86045;51.2906324;-0.830789302;"FLE";"FLEET";"Fleet Rail Station";"FLEET"
10026;54.68969274;-3.520740396;"FLM";"FLIMBY";"Flimby Rail Station";"FLIMBY"
40125;53.24953868;-3.13299296;"FLN";"FLINT";"Flint Rail Station";"FLINT"
62201;52.00365055;-0.49523342;"FLT";"FLITWICK";"Flitwick Rail Station";"FLITWCK"
33096;53.44382205;-2.384245344;"FLI";"FLIXTON";"Flixton Rail Station";"FLIXTON"
32222;53.46186911;-2.081052691;"FLF";"FLOWERY FIELD";"Flowery Field Rail Station";"FLWRYFD"
89727;51.08288949;1.169514594;"FKC";"FOLKESTONE CENTRAL";"Folkestone Central Rail Station";"FLKSTNC"
89731;51.08458808;1.153935481;"FKW";"FOLKESTONE WEST";"Folkestone West Rail Station";"FLKSTNW"
86461;50.82938243;-0.578387118;"FOD";"FORD";"Ford Rail Station";"FORD"
50435;51.54943171;0.024380071;"FOG";"FOREST GATE";"Forest Gate Rail Station";"FRSTGT"
87627;51.43927809;-0.053131211;"FOH";"FOREST HILL";"Forest Hill Rail Station";"FORESTH"
36064;53.55349173;-3.070905282;"FBY";"FORMBY";"Formby Rail Station";"FORMBY"
1127;57.60977968;-3.625947915;"FOR";"FORRES";"Forres Rail Station";"FORRES"
1012;58.35688348;-3.896886821;"FRS";"FORSINARD L.C.";"Forsinard Rail Station";"FORSNRD"
7012;55.95902295;-4.795247291;"FTM";"FORT MATILDA";"Fort Matilda Rail Station";"FRTMTLD"
6025;56.82042583;-5.10612923;"FTW";"FORT WILLIAM";"Fort William Rail Station";"FRTWLM"
65601;52.57979397;-1.828024699;"FOK";"FOUR OAKS";"Four Oaks Rail Station";"FOUROKS"
11221;54.25867489;-3.216062662;"FOX";"FOXFIELD";"Foxfield Rail Station";"FOXFILD"
47242;52.11922336;0.056336531;"FXN";"FOXTON";"Foxton Rail Station";"FOXTON"
89389;51.10402473;0.294570508;"FRT";"FRANT";"Frant Rail Station";"FRANT"
86321;50.79632618;-1.073968761;"FTN";"FRATTON PORTSMOUTH";"Fratton Rail Station";"FRATTON"
36063;53.56606768;-3.071827007;"FRE";"FRESHFIELD";"Freshfield Rail Station";"FRSHFLD"
82071;51.34202439;-2.301006222;"FFD";"FRESHFORD";"Freshford Rail Station";"FRESHFD"
87097;51.31185994;-0.746973814;"FML";"FRIMLEY";"Frimley Rail Station";"FRIMLEY"
50014;51.83769259;1.243200888;"FRI";"FRINTON-ON-SEA";"Frinton-on-Sea Rail Station";"FRINTON"
17021;53.8203831;-1.769004665;"FZH";"FRIZINGHALL";"Frizinghall Rail Station";"FRZNGHL"
35703;53.29582849;-2.723566702;"FRD";"FRODSHAM";"Frodsham Rail Station";"FRDSHM"
82204;51.22726353;-2.309993133;"FRO";"FROME";"Frome Rail Station";"FROME"
87160;51.43393332;-0.349446099;"FLW";"FULWELL";"Fulwell Rail Station";"FULWELL"
32545;53.34876608;-1.98884364;"FNV";"FURNESS VALE";"Furness Vale Rail Station";"FURNESV"
74012;51.53302133;-0.728454034;"FZP";"FURZE PLATT";"Furze Platt Rail Station";"FURZEP"
26008;53.3996039;-0.769696039;"GNB";"GAINSBOROUGH CENTRAL";"Gainsborough Central Rail Station";"GBROC"
26104;53.38610871;-0.768580774;"GBL";"GAINSBOROUGH LEA ROAD";"Gainsborough Lea Road Rail Station";"GBGHLRD"
4715;55.61834897;-2.806904149;"GAL";"GALASHIELS";"Galashiels Rail Station";"GALASLS"
65822;52.50179452;-1.980504734;"SGB";"GALTON INTERCHANGE L.L";"Smethwick Galton Bridge Rail Station";"GALTILL"
6105;56.07985492;-4.825697723;"GCH";"GARELOCHHEAD";"Garelochhead Rail Station";"GRLCHHD"
16604;53.79659266;-1.382313322;"GRF";"GARFORTH";"Garforth Rail Station";"GARFRTH"
9529;53.97842899;-2.105174754;"GGV";"GARGRAVE";"Gargrave Rail Station";"GRGRAVE"
6710;55.85523267;-4.129447541;"GAR";"GARROWHILL";"Garrowhill Rail Station";"GARROWH"
6350;55.88768757;-4.364989203;"GRS";"GARSCADDEN GLASGOW";"Garscadden Rail Station";"GSCD"
9440;54.32143952;-2.326357516;"GSD";"GARSDALE";"Garsdale Rail Station";"GARSDLE"
71038;51.68661918;-0.381717416;"GSN";"GARSTON (HERTFORDSHIRE)";"Garston (Herts) Rail Station";"GRSTH"
35395;53.48853425;-2.672134456;"GSW";"GARSWOOD";"Garswood Rail Station";"GARW"
6502;55.88565468;-4.079482601;"GRH";"GARTCOSH";"Gartcosh Rail Station";"GRTCSH"
79824;51.5964572;-3.641464767;"GMG";"GARTH MID GLAMORGAN";"Garth (Bridgend) Rail Station";"GRTHMG"
79084;52.13324434;-3.529915203;"GTH";"GARTH POWYS";"Garth (Powys) Rail Station";"GARTH"
1083;57.61302191;-4.688390919;"GVE";"GARVE L.C.";"Garve Rail Station";"GARVE"
35102;53.55941651;-2.694392613;"GST";"GATHURST";"Gathurst Rail Station";"GATHRST"
32526;53.39291933;-2.231233849;"GTY";"GATLEY";"Gatley Rail Station";"GATLEY"
87911;51.15648529;-0.161013916;"GTW";"GATWICK AIRPORT";"Gatwick Airport Rail Station";"GTWK"
73499;51.58902373;-0.555255396;"GER";"GERRARDS CROSS";"Gerrards Cross Rail Station";"GERRDSX"
50334;51.58190432;0.205990708;"GDP";"GIDEA PARK UP GOODS LOOP";"Gidea Park Rail Station";"GIDEAPK"
7233;55.80398385;-4.293000403;"GFN";"GIFFNOCK";"Giffnock Rail Station";"GIFNOCK"
11567;54.06181141;-2.302850611;"GIG";"GIGGLESWICK";"Giggleswick Rail Station";"GGLSWCK"
19215;53.74798242;-0.732248783;"GBD";"GILBERDYKE";"Gilberdyke Rail Station";"GLBRDYK"
78353;51.68425057;-3.226577484;"GFF";"GILFACH FARGOED HALT";"Gilfach Fargoed Rail Station";"GLFCHFR"
82332;51.0340263;-2.272619209;"GIL";"GILLINGHAM (DORSET)";"Gillingham (Dorset) Rail Station";"GLHM"
89011;51.3865632;0.54987892;"GLM";"GILLINGHAM (KENT)";"Gillingham (Kent) Rail Station";"GLNGHMK"
6239;55.89733108;-4.282669893;"GSC";"GILSHOCHILL";"Gilshochill Rail Station";"LAMBH"
87624;51.42445103;-0.083809919;"GIP";"GIPSY HILL";"Gipsy Hill Rail Station";"GIPSYH"
8646;55.24631572;-4.848358848;"GIR";"GIRVAN";"Girvan Rail Station";"GIRVAN"
15518;54.43939386;-0.793803366;"GLS";"GLAISDALE";"Glaisdale Rail Station";"GLAISDL"
40055;53.26743622;-3.797731686;"GCW";"GLAN CONWY";"Glan Conwy Rail Station";"GLNCNWY"
7255;55.85867356;-4.258477284;"GCL";"GLASGOW CENTRAL LOW LEVEL";"Glasgow Central Low Level Rail Station";"GLGCLL"
7257;55.85974964;-4.257628884;"GLC";"GLASGOW CENTRAL SIG G227";"Glasgow Central Rail Station";"GLGC"
6399;55.86234035;-4.250635673;"GQL";"GLASGOW QUEEN ST L.L.";"Glasgow Queen Street Low Level Rail Station";"GLGQLL"
6401;55.8621818;-4.251441533;"GLQ";"GLASGOW QUEEN STREET";"Glasgow Queen Street Rail Station";"GLGQHL"
17302;53.70905948;-1.342008197;"GLH";"GLASSHOUGHTON";"Glasshoughton Rail Station";"GLASHTN"
36719;53.42837424;-2.459656643;"GLZ";"GLAZEBROOK";"Glazebrook Rail Station";"GLAZBRK"
3153;56.2748402;-3.731162478;"GLE";"GLENEAGLES";"Gleneagles Rail Station";"GLNEGLS"
6008;56.87238228;-5.449604783;"GLF";"GLENFINNAN";"Glenfinnan Rail Station";"GLNFNNN"
8001;55.73888198;-4.674482194;"GLG";"GLENGARNOCK";"Glengarnock Rail Station";"GLGN"
3241;56.16234817;-3.143017104;"GLT";"GLENROTHES WITH THORNTON";"Glenrothes with Thornton Rail Station";"GLNRTHS"
32250;53.44448444;-1.949071039;"GLO";"GLOSSOP";"Glossop Rail Station";"GLSP"
68089;51.86556415;-2.238484179;"GCR";"GLOUCESTER";"Gloucester Rail Station";"GLOSTER"
88242;50.85916494;0.070105151;"GLY";"GLYNDE";"Glynde Rail Station";"GLYNDE"
64111;52.89352767;-3.037171379;"GOB";"GOBOWEN";"Gobowen Rail Station";"GOBOWEN"
87057;51.18658109;-0.61884222;"GOD";"GODALMING";"Godalming Rail Station";"GDLMING"
32226;53.45171797;-2.054772115;"GDL";"GODLEY";"Godley Rail Station";"GODLY"
87734;51.21815313;-0.050058167;"GDN";"GODSTONE";"Godstone Rail Station";"GODSTON"
24004;53.53420689;-1.312809495;"GOE";"GOLDTHORPE";"Goldthorpe Rail Station";"GLDTHRP"
3032;56.49778246;-2.719549384;"GOF";"GOLF STREET CARNOUSTIE";"Golf Street Rail Station";"GOLFSTR"
87083;51.21939382;-0.441828682;"GOM";"GOMSHALL";"Gomshall Rail Station";"GOMSHAL"
50412;51.56557815;0.110833738;"GMY";"GOODMAYES UP RECEPTION";"Goodmayes Rail Station";"GODMAYS"
46273;52.39124424;0.266851241;"ELY";"GOODS LOOP";"Ely Rail Station";"ELYY"
20002;53.70493274;-0.87421747;"GOO";"GOOLE";"Goole Rail Station";"GOOLE"
42002;53.22256739;-2.326468777;"GTR";"GOOSTREY";"Goostrey Rail Station";"GOOSTRY"
53248;51.66333611;-0.09458392;"GDH";"GORDON HILL";"Gordon Hill Rail Station";"GORDONH"
4710;55.84026774;-3.046518829;"GBB";"GOREBRIDGE";"Gorebridge Rail Station";"GOREBRG"
74291;51.52149273;-1.133028973;"GOR";"GORING & STREATLEY";"Goring & Streatley Rail Station";"GORASTR"
87997;50.8177113;-0.433058386;"GBS";"GORING-BY-SEA";"Goring-by-Sea Rail Station";"GORNGBS"
32055;53.46908838;-2.166208165;"GTO";"GORTON";"Gorton Rail Station";"GORTON"
72419;51.55533623;-0.150744336;"GPO";"GOSPEL OAK";"Gospel Oak Rail Station";"GOSPLOK"
7011;55.962311;-4.816637304;"GRK";"GOUROCK STATION (ENGOPS)";"Gourock Rail Station";"GOUROCK"
79325;51.64872881;-4.035954476;"GWN";"GOWERTON";"Gowerton Rail Station";"GOWERTN"
21006;53.67672231;-0.337126444;"GOX";"GOXHILL";"Goxhill Rail Station";"GOXHILL"
53303;51.64260824;-0.097331917;"GPK";"GRANGE PARK";"Grange Park Rail Station";"GRPK"
11401;54.19573029;-2.902746989;"GOS";"GRANGE-OVER-SANDS";"Grange-over-Sands Rail Station";"GOVS"
78705;51.4676102;-3.18973267;"GTN";"GRANGETOWN (SOUTH GLAMORGAN)";"Grangetown (Cardiff) Rail Station";"GNTN"
44421;52.90649244;-0.642444906;"GRA";"GRANTHAM";"Grantham Rail Station";"GTHM"
86077;51.17005248;-1.620762072;"GRT";"GRATELEY";"Grateley Rail Station";"GRATELY"
65608;52.51500914;-1.852592679;"GVH";"GRAVELLY HILL";"Gravelly Hill Rail Station";"GRAVLYH"
88721;51.44134709;0.366672896;"GRV";"GRAVESEND CENTRAL";"Gravesend Rail Station";"GRVSEND"
51311;51.4762462;0.321860672;"GRY";"GRAYS";"Grays Rail Station";"GRAYS"
15506;54.48958194;-1.115358929;"GTA";"GREAT AYTON";"Great Ayton Rail Station";"GTAYTON"
50026;51.85176953;1.065184593;"GRB";"GREAT BENTLEY";"Great Bentley Rail Station";"GTBNTLY"
47311;52.05982006;0.193549048;"GRC";"GREAT CHESTERFORD";"Great Chesterford Rail Station";"GTCHSFD"
21033;53.57577596;-0.130234863;"GCT";"GREAT COATES";"Great Coates Rail Station";"GTCOATS"
67214;52.10920748;-2.318266082;"GMV";"GREAT MALVERN";"Great Malvern Rail Station";"GTMLVRN"
70360;51.70352181;-0.709118581;"GMN";"GREAT MISSENDEN";"Great Missenden Rail Station";"GTMSNDN"
48053;52.61218402;1.720909699;"GYM";"GREAT YARMOUTH";"Great Yarmouth Rail Station";"YARMTH"
38202;53.38326957;-3.016414668;"GNL";"GREEN LANE BIRKENHEAD";"Green Lane Rail Station";"GNLN"
11215;54.24453219;-3.2455715;"GNR";"GREEN ROAD";"Green Road Rail Station";"GREENRD"
37073;53.25147878;-2.534269074;"GBK";"GREENBANK";"Greenbank Rail Station";"GBNK"
7303;55.93522595;-3.993091035;"GRL";"GREENFAULDS";"Greenfaulds Rail Station";"GRNFLDS"
32107;53.53887358;-2.013840927;"GNF";"GREENFIELD";"Greenfield Rail Station";"GFLD"
73415;51.54233072;-0.345814677;"GFD";"GREENFORD";"Greenford Rail Station";"GFORD"
88699;51.45036941;0.280317846;"GNH";"GREENHITHE";"Greenhithe for Bluewater Rail Station";"GNHT"
7015;55.94533199;-4.752614086;"GKC";"GREENOCK CENTRAL";"Greenock Central Rail Station";"GRENCKC"
7013;55.94732832;-4.76781323;"GKW";"GREENOCK WEST";"Greenock West Rail Station";"GRENCKW"
88433;51.47813364;-0.013313806;"GNW";"GREENWICH";"Greenwich Rail Station";"GNWH"
9085;55.00105072;-3.065200688;"GEA";"GRETNA GREEN";"Gretna Green Rail Station";"GRETGRN"
21134;53.57434433;-0.075622257;"GMD";"GRIMSBY DOCKS";"Grimsby Docks Rail Station";"GRMSBYD"
21122;53.56345121;-0.086988194;"GMB";"GRIMSBY TOWN";"Grimsby Town Rail Station";"GRMSBYT"
34022;53.30557707;-1.626295438;"GRN";"GRINDLEFORD";"Grindleford Rail Station";"GRNDLFD"
15522;54.4361258;-0.724981054;"GMT";"GROSMONT";"Grosmont Rail Station";"GROSMNT"
88481;51.43086138;0.021751853;"GRP";"GROVE PARK";"Grove Park Rail Station";"GRVPK"
87052;51.23696452;-0.580404167;"GLD";"GUILDFORD YARD";"Guildford Rail Station";"GUILDFD"
17051;53.87594736;-1.715083137;"GSY";"GUISELEY";"Guiseley Rail Station";"GUISELY"
87138;51.49167662;-0.275263818;"GUN";"GUNNERSBURY";"Gunnersbury Rail Station";"GNRSBRY"
84208;50.51606914;-4.219435492;"GSL";"GUNNISLAKE";"Gunnislake Rail Station";"GUNISLK"
48010;52.86637323;1.349136746;"GNT";"GUNTON";"Gunton Rail Station";"GUNTON"
41031;53.0725889;-3.017888551;"GWE";"GWERSYLLT";"Gwersyllt Rail Station";"GWRSYLT"
15503;54.53290245;-1.179405416;"GYP";"GYPSY LANE";"Gypsy Lane Rail Station";"GYPSYLA"
21021;53.60609675;-0.269465948;"HAB";"HABROUGH";"Habrough Rail Station";"HABRO"
87667;51.37786927;-0.153882257;"HCB";"HACKBRIDGE";"Hackbridge Rail Station";"HKBG"
52044;51.5471045;-0.056030624;"HKC";"HACKNEY CENTRAL";"Hackney Central Rail Station";"HACKNYC"
52736;51.54875707;-0.060792166;"HAC";"HACKNEY DOWNS";"Hackney Downs Rail Station";"HAKNYNM"
52040;51.54341038;-0.024892141;"HKW";"HACKNEY WICK";"Hackney Wick Rail Station";"HACKNYW"
69505;51.77085904;-0.942115259;"HDM";"HADDENHAM & THAME PARKWAY";"Haddenham & Thame Parkway Rail Station";"HADMATP"
48197;52.52881109;1.623031392;"HAD";"HADDISCOE";"Haddiscoe Rail Station";"HADISCO"
32255;53.46075953;-1.965317729;"HDF";"HADFIELD";"Hadfield Rail Station";"HADFILD"
54008;51.66849847;-0.176147407;"HDW";"HADLEY WOOD";"Hadley Wood Rail Station";"HADLYWD"
35140;53.53386729;-2.494821177;"HGF";"HAG FOLD";"Hag Fold Rail Station";"HAGFOLD"
52078;51.53870534;-0.075639719;"HGG";"HAGGERSTON";"Haggerston Rail Station";"HAGGERS"
65934;52.42250241;-2.146411796;"HAG";"HAGLEY";"Hagley Rail Station";"HAGLEY"
7609;55.76195947;-4.219996806;"HMY";"HAIRMYRES";"Hairmyres Rail Station";"HARMYRS"
37224;53.37873242;-2.347355608;"HAL";"HALE";"Hale Rail Station";"HALE"
49107;52.34683652;1.50569763;"HAS";"HALESWORTH";"Halesworth Rail Station";"HALSWTH"
36704;53.36449368;-2.830134048;"HED";"HALEWOOD";"Halewood Rail Station";"HALW"
18464;53.72097401;-1.853576581;"HFX";"HALIFAX";"Halifax Rail Station";"HLFX"
66442;52.43692223;-1.84564475;"HLG";"HALL GREEN";"Hall Green Rail Station";"HLGN"
29179;53.59743713;-2.413107683;"HID";"HALL I' TH' WOOD";"Hall i' th' Wood Rail Station";"HITW"
36066;53.49750083;-3.049624506;"HLR";"HALL ROAD";"Hall Road Rail Station";"HALLRD"
89202;51.35247581;0.444960716;"HAI";"HALLING";"Halling Rail Station";"HALG"
13305;54.96785356;-2.4635723;"HWH";"HALTWHISTLE";"Haltwhistle Rail Station";"HLTWHST"
89431;51.06837586;0.854539794;"HMT";"HAM STREET & ORLESTONE";"Ham Street Rail Station";"HMST"
86222;50.87136299;-1.329152012;"HME";"HAMBLE";"Hamble Rail Station";"HMBLE"
7479;55.7731887;-4.038874179;"HNC";"HAMILTON CENTRAL";"Hamilton Central Rail Station";"HAMLTNC"
7480;55.77885491;-4.054796622;"HNW";"HAMILTON WEST";"Hamilton West Rail Station";"HAMLTNW"
16118;53.99634482;-1.284101917;"HMM";"HAMMERTON";"Hammerton Rail Station";"HAMERTN"
88252;50.7963993;0.279384249;"HMD";"HAMPDEN PARK";"Hampden Park (Sussex) Rail Station";"HMPDNPK"
72418;51.55521088;-0.165679801;"HDH";"HAMPSTEAD HEATH";"Hampstead Heath Rail Station";"HMPSTDH"
87158;51.41593287;-0.372097472;"HMP";"HAMPTON";"Hampton (London) Rail Station";"HAMPTON"
87181;51.40255347;-0.342726283;"HMC";"HAMPTON COURT";"Hampton Court Rail Station";"HCRT"
87162;51.41452253;-0.312467833;"HMW";"HAMPTON WICK";"Hampton Wick Rail Station";"HAMWICK"
69213;52.42904631;-1.699922775;"HIA";"HAMPTON-IN-ARDEN";"Hampton-in-Arden Rail Station";"HMPTNIA"
65669;52.53108225;-1.928972627;"HSD";"HAMSTEAD";"Hamstead (Birmingham) Rail Station";"HAMSTED"
86951;50.72518046;-2.01935108;"HAM";"HAMWORTHY";"Hamworthy Rail Station";"HMWTHY"
74451;51.8251626;-1.373508269;"HND";"HANBOROUGH";"Hanborough Rail Station";"HANDBRO"
32566;53.34650814;-2.213632443;"HTH";"HANDFORTH";"Handforth Rail Station";"HNDFRTH"
73261;51.51183396;-0.338561337;"HAN";"HANWELL";"Hanwell Rail Station";"HANWELL"
29057;53.78162692;-2.316911496;"HPN";"HAPTON";"Hapton Rail Station";"HAPTON"
64422;52.86134256;-4.109197227;"HRL";"HARLECH";"Harlech Rail Station";"HRLC"
72033;51.53628917;-0.257643905;"HDN";"HARLESDEN";"Harlesden Rail Station";"HARLSDN"
48521;52.45370848;0.909167409;"HRD";"HARLING ROAD";"Harling Road Rail Station";"HRLNGRD"
62203;51.96206977;-0.495664827;"HLN";"HARLINGTON";"Harlington (Beds) Rail Station";"HRLG"
47603;51.79037004;0.132334505;"HWM";"HARLOW MILL";"Harlow Mill Rail Station";"HRLWMIL"
47611;51.7810745;0.095158903;"HWN";"HARLOW TOWN";"Harlow Town Rail Station";"HRLWTWN"
50333;51.59276634;0.233154232;"HRO";"HAROLD WOOD";"Harold Wood Rail Station";"HRLDWOD"
62422;51.81465017;-0.351456166;"HPD";"HARPENDEN";"Harpenden Rail Station";"HRPNDN"
89406;51.24483084;0.672429973;"HRM";"HARRIETSHAM";"Harrietsham Rail Station";"HRSM"
54202;51.57735908;-0.105110345;"HGY";"HARRINGAY";"Harringay Rail Station";"HRGY"
51561;51.57718291;-0.098118041;"HRY";"HARRINGAY GREEN LANES";"Harringay Green Lanes Rail Station";"HRGYGL"
10057;54.61349119;-3.565514781;"HRR";"HARRINGTON";"Harrington Rail Station";"HNGT"
16102;53.99319043;-1.537613259;"HGT";"HARROGATE";"Harrogate Rail Station";"HAGT"
72007;51.5921691;-0.334548748;"HRW";"HARROW & WEALDSTONE";"Harrow & Wealdstone Rail Station";"HROW"
72017;51.59217809;-0.334548419;"HRW";"HARROW & WEALDSTONE D.C.";"Harrow & Wealdstone Rail Station";"HROWDC"
70381;51.57918563;-0.337203069;"HOH";"HARROW-ON-THE-HILL LT";"Harrow-on-the-Hill Rail Station";"HAROOTH"
37005;53.2417721;-2.553627674;"HTF";"HARTFORD";"Hartford Rail Station";"HARTFD"
65961;52.33450742;-2.221114218;"HBY";"HARTLEBURY";"Hartlebury Rail Station";"HBRY"
14225;54.68676456;-1.207330651;"HPL";"HARTLEPOOL";"Hartlepool Rail Station";"HRTLEPL"
7436;55.81147612;-3.83931179;"HTW";"HARTWOOD";"Hartwood Rail Station";"HRTW"
49422;51.94415745;1.286712143;"HWC";"HARWICH TOWN";"Harwich Town Rail Station";"HARWICH"
87062;51.08864146;-0.719142235;"HSL";"HASLEMERE";"Haslemere Rail Station";"HASLEMR"
87973;50.92460907;-0.145925636;"HSK";"HASSOCKS";"Hassocks Rail Station";"HASOCKS"
88285;50.85789013;0.576770971;"HGS";"HASTINGS";"Hastings Rail Station";"HASTING"
72005;51.60941833;-0.368579032;"HTE";"HATCH END";"Hatch End Rail Station";"HTCHEND"
53501;51.7638835;-0.215564625;"HAT";"HATFIELD";"Hatfield (Herts) Rail Station";"HATFILD"
23022;53.58873401;-1.023381804;"HFS";"HATFIELD & STAINFORTH";"Hatfield & Stainforth Rail Station";"HTFLASF"
50217;51.77987043;0.592150047;"HAP";"HATFIELD PEVEREL";"Hatfield Peverel Rail Station";"HFLPEVL"
34015;53.32578858;-1.651717299;"HSG";"HATHERSAGE";"Hathersage Rail Station";"HATHRSG"
32230;53.4452971;-2.040309672;"HTY";"HATTERSLEY";"Hattersley Rail Station";"HATRSLY"
66436;52.29529095;-1.672964023;"HTN";"HATTON";"Hatton (Warks) Rail Station";"HATTON"
86341;50.85441578;-0.981595703;"HAV";"HAVANT";"Havant Rail Station";"HAVANT"
44228;53.11449416;0.273170101;"HVN";"HAVENHOUSE";"Havenhouse Rail Station";"HAVENHS"
80122;51.80264332;-4.960235663;"HVF";"HAVERFORDWEST";"Haverfordwest Rail Station";"HAVRFDW"
41017;53.18537279;-3.032080586;"HWD";"HAWARDEN";"Hawarden Rail Station";"HAWARDN"
39005;53.21808822;-3.032716562;"HWB";"HAWARDEN BRIDGE";"Hawarden Bridge Rail Station";"HAWDNBG"
7116;55.84218395;-4.398836033;"HKH";"HAWKHEAD";"Hawkhead Rail Station";"HWKHEAD"
13313;54.97517994;-2.247595864;"HDB";"HAYDON BRIDGE";"Haydon Bridge Rail Station";"HYDB"
87615;51.42544578;-0.1887899;"HYR";"HAYDONS ROAD";"Haydons Road Rail Station";"HYDNSRD"
88329;51.37633242;0.01058395;"HYS";"HAYES (KENT) C H S";"Hayes (Kent) Rail Station";"HAYS"
73770;51.50309486;-0.420663335;"HAY";"HAYES & HARLINGTON";"Hayes & Harlington Rail Station";"HAYESAH"
85702;50.18555164;-5.4198875;"HYL";"HAYLE";"Hayle Rail Station";"HAYLE"
4235;55.9458021;-3.218449784;"HYM";"HAYMARKET EDINBURGH";"Haymarket Rail Station";"HAYMRKT"
87967;51.00567598;-0.105050599;"HHE";"HAYWARDS HEATH";"Haywards Heath Rail Station";"HYWRDSH"
32541;53.3775581;-2.122018444;"HAZ";"HAZEL GROVE";"Hazel Grove Rail Station";"HAZL"
17103;53.81798835;-1.594191271;"HDY";"HEADINGLEY";"Headingley Rail Station";"HEDNGLY"
72006;51.60265001;-0.357197341;"HDL";"HEADSTONE LANE";"Headstone Lane Rail Station";"HEDSTNL"
32529;53.36943053;-2.236666158;"HDG";"HEALD GREEN";"Heald Green Rail Station";"HLDG"
21031;53.58182051;-0.160634386;"HLI";"HEALING";"Healing Rail Station";"HEALING"
78380;51.51642985;-3.181549945;"HHL";"HEATH HIGH LEVEL";"Heath High Level Rail Station";"HEATHHL"
78391;51.51566124;-3.181976793;"HLL";"HEATH LOW LEVEL";"Heath Low Level Rail Station";"HEATHLL"
73777;51.45826598;-0.445442717;"HAF";"HEATHROW EXP 4";"Heathrow Terminal 4 Rail Station";"HTRWTM4"
